Tweet,sentiment
"i want krispy kreme too ",0
"i miss the china man western foodstall at hollandv market  his veryverybellynice fried rice is muchly missed.",0
"Noooooo ! I'm not sure if Taylena is true.. I thought it was already 100% confirmed ",0
"partying tonight!!! (alla gt vrm toso polu?) ",0
"I feel GRAND! But my tummy still hurts  lol I have work to do so it really doesnt matter lol",0
"Flamenco has given me a headache ",0
"is exceptionally bad at nail varnish application despite her gender ",0
"you hanging this morn girl...  that's no bueno ray and i kept it clear with vodka tonic and i feel great this morn!",0
"ahhhhh you're going to see Quest &amp; Beatfreaks! i'm jealous haha i wish i was goinggggg  by the way . i miss you okay bye",0
"I cnt go back to sleep ",0
"Very unproductive today ",0
"off to the gym, then an 11-hr work day. fun times ",0
"one patient passed away tonight... makes me feel kinda depressed. also heard that 2 babies about to be baptized died on a car accident.. ",0
"Heading out to go shopping with my daughter for her 15th birthday.  Going to be expensive since I'm flying out tomorrow ON her birthday. ",0
"We did so bad.. ",0
"Just fixed my crushed home PC...but lost some invaluable docs. (daughter's Pics n others) ",0
"Just had my worst Waffle House experience ever  They made my order wrong then tried to over-charge me, on top of shoddy service! *smh*",0
"Apparently I need an invite to snag my user name at Dreamwidth. I don't have the money to pay to have the right to snag my user name ",0
"going to bed soon. soooooo tired.. ears are doing weird pressure thing, throat feels weird.. Hard to breathe.. ",0
"im wondering where the heck the sun went ",0
"I forgot what happened at the end of eppy 11... OH... FALLOUT. Yeah, not happy about that.  Eden...",0
"mad. im printing all the wrong things. im scared. i dont wanna failll! ",0
"Happy Free Comic Book Day!! which I cannot attend this time in the middle of the desert, no comic stores exist here   ",0
"Don't say that !!!  pray for me!",0
"- ahhh, i was just there! I miss it ",0
"hey kat - fyi - the website says toad suck is closed today due to weather ",0
"What happened?  Who scammed? ",0
"is moving to orlando today ",0
"i believe i have overwatered my enormous 6 foot cactus (technically Euphorbia).  Looks like a plant vampire bit it. And brown spots, too. ",0
"UGHwork.  I wanna be at the movies not here.",0
"I will be having pizza! I have to wait until I am allowed pizza  boo!",0
"depresed about my broken itouch!  chillen with bryttne gota do something with my crazy bed head :o]",0
"Taranis, haven't gotten to play in weeks my son took over my acct  lol",0
"Headache = ",0
"Just woke up. Risa and I want pancakes! ",0
"Hmmmmmm, maybe I won't make the effort to brainwash my kids into catching a matinee of Wolverine later today. ",0
"cant believe this fucking mess ",0
"i'm awake already! ",0
"On Dulwich park - little girls really get the crap end of the stick, toys and outfits-wise, eh? Brash pink overload on every single item ",0
"wishing i was in beantown ",0
"went to bed at 5pm and now cannot sleep ",0
"I haven't spoken to &amp; in a while  I feel deserted!",0
"I cant go to either ",0
"Selling crap at the yard sale. Not many people have stopped by.  ",0
"sorry we didn't make it to happy hour; couldn't get it together by 7   next time for sure",0
"Awww, bb! What happened?  xx",0
"eek just saw the cause of the closure....car through fence and against pole totally trashed. ",0
" looks like my son's birthday baseball game is going to be rained out. Sad face.",0
"what a long month may is going to be.. especially at work..   Dont know what to do with my time anymore.. need more friends, or something.",0
"Although I want to hit up mcdonalds breakfast instead! ",0
"i wish somehow i was at bamboozle this weekend ",0
"Yay for days off!! To bad there's laundry to do ",0
"try taking 13-no 14 knives and stabbing your throat. then you know how i feel right now ",0
"i cant read it  I can just about make out the cab and boys like- OH, YOURE AFTER METRO STATION AND BEFORE BOYS LIKE GIRLS D",0
"wat mom wakes up their daughter at 7:00 in the morning just to sweep up the house? MY mom ",0
"is wondering why twitter is more popular than facebook..... none of my friends have twitter ",0
"season is over, St Johnstone take a 3-1 lead, bah and humbug  I can feel some aclohol coming on later....",0
"ack. I feel a sore throat coming ",0
"hoping twitter will let me send texts from my phone its only been working on it for 2mos now ",0
"tch I don't even like ",0
"Migraines suck.  about to go volunteer at a dog fashion show. Hahhaaa",0
"We're going to the may faire today at Jeff's school.  But it's unseasonably rainy and dark today ",0
"NO WATER! AGAIN!  My dad is too stubborn to call a plumber, wants to fix himself...which didn't work last time.  I'm gonna die!",0
"someone had a good time last night. no invites  lol",0
"- I fail 'cause I'm miles away in London. ",0
"lost my button!! ",0
"I was always more partial to Willy. But I've never seen him lazer something. ",0
"Miss him already blah ",0
"not staying in the ville this summer   also, hummus and veggie wraps will never cease to arouse my taste buds",0
"I guess nothing is for free.. Link does not connect ",0
"is finally getting his oil changed in his car and found out that his battery needs to be changed too!!! Booo on car maintenance ",0
"I just fell down the stairs!  my bum is sore",0
"no matter how many times i watch a walk to remember...i cry..every damn time ",0
"ok Im up, dressed but not awake   I have a photo shoot thingy today with the band, I have only had approx 2 hr2 13 mins of sleep Tweeple",0
"X-ray is next ",0
"jealous of EVERYONE that's bamboozle this weekend !! ",0
"Good grief---butter fiasco from other day is coming back to haunt me. Keyboard not working well and key just fell off (bracket broke) ",0
" I thought one of us made progress....",0
"Thye did mean things to my eyes...and my eyes are not happy about it...   wah",0
"wow. i havent been on twitter in awhile. ",0
"why you don't write any Twitter??? ",0
"ughh!!! moments were SO precious, but this sickness ruined my incredibly perfect day!! ",0
"please please play Tinchy Stryder Ft N-dubz Number 1 it is a awsome song and i feel sorry for reggie for not having twitter ",0
"Keeping the kids home today.  Little one has a fever ",0
"If I weren't finishing an assignment for E, I would. ",0
"G'morning! Last day in San Francisco  Hope to return so soon...",0
"Yes, vividly. I just barfed in mah mouf. You going home aft exams? I get a weekend and then I'm back in clazz ",0
"it's not funny!! I wasn't having trouble breathing before. Poo  lol",0
"no  its one of those day where u jus wanna sleep in",0
"just woke up sooo tired i have a headache ",0
"I am not in the mood for work today! Its gonna be way too busy! ",0
"i've been working for 3 hours and will continue to work on this paper for another 8 ",0
"Derby fever is alive...even if I can't go ",0
"is working out... then taking and what not... going to jons going away party tonight!! ",0
"bloody traffic works and freeway closures added an hour to my get home time meaning it took me nearly two hours to cross Melbourne ",0
"Last night I danced my butt off, sang my lungs out, and had an all around good time with my best friends.  Oh how I will miss them ",0
"HAHAHAHAHAHAHAHAHAHA BEATTY. bt ;) coooooool man. why? cuz she scold me for expressing my love for her to her? ",0
"looks like its just me and marcy tonight...hil is comin for a bit after work but she cant stay ",0
"Good morning.  I am dissapointed. Just received Paint Shop and can't install it.    Where's the serial",0
"Going to relax this weekend. Or start packing up my room ",0
"that sucks, sorry ",0
"agreed, a little overcast here in burbank tho ",0
"Finished wedding, shot 10gb of photos. On the road home to copy and give to the boss. Cutting it tight for the cinema ",0
"Poor Digger, he is just doing his job ",0
"What a very long night...my head hurts.  ",0
"wish I had one ",0
"has lost the remote for her tv ",0
"i need new purple nailpolish.... ",0
"i freaking lov exeats. i get to chill at home for a whole two and a half days! but i have to go home early  aw well gotta enjoy it  xxx",0
"Oh my word. This is really not the time to need a pee! ",0
"I have javascript codes related to forms and loops ",0
"Oh FAIL tnt.tv! Windows only? Pfft. Plus I'm guessing it's not available outside the US...  ",0
"I hate working the late shift on Saturdays ",0
"Working borders all day  booooooo!!!!!!!!",0
"Feels neglected cause ur talking to crack heads and ignoring me alllll day ",0
"I want penne.     I guess I have to live off of TUNA.",0
"haha yes an hour  cause they don't deliever till after 6 I cbf going out till later haha!",0
"My owners tv is too loud..my ears hurt ",0
"Apartment flood again, window leaks too. ",0
"Yes I can understand it now too ",0
"you're working allllll day? ",0
" so is it raining there? we have flash flood warnings for the entire weekend! ",0
"Ouch. My head is not happy ",0
"Oh no dear I'm sorry to hear ",0
"JUST GOT BACK FROM MY BAND CONTEST THAT WAS FUN!!! AND SOMEONE GOT SICK DURING THE LAST SONG ",0
"at least you have a plot to lose ! ",0
"work, work, and more work ",0
"Vir, I'm so jealous! P.S. Guess who I heard on the radio?! =P OH, and tell Jo to stop forgetting our CDs! ",0
"My favorite color is purple, and I have two shirts that reflect that. ",0
"Oh rats...wont show how many replies 2 me. ",0
"Is, now, totally bummed that McFly are in the same area as me. Only 15-20 minutes away....so close and yet, so far ",0
"I know I haven't heard from you in awhile girl   Hope the exercise regimen is going well",0
"at the cape, is raining  but they got seamonstres at the pub !!",0
"Watchin Guess Who. R.I.P Bernie Mac. ",0
"is writing a very long boring forensic report ",0
"well im going off because i  m feeling bad i think i m getting sick ",0
"Dropped the second game  We played poor! Oh well, 2nd place isn't so bad. Tournament next week.",0
"Amen most of your songs are unavailable when I try to listen  ? ",0
"ughh, neighbor using a pressure washer at 7:30am ",0
"i know what you mean ",0
"Sore throat... congested.... coughing....  ",0
"l'll keep an eye out when downtown and around. So sorry man ",0
"cleaninggg. ",0
"NNOOOO!!! my hair poofed!  but the color looks great! okay, must plug in the straighter",0
"Toad Suck Daze is shut down for the day...check website later for info about tomorrow...big possibility of flooding downtown...stay away ",0
"nice! Kings is in Grantham.. its an all boys skool. rofl i go to an all girls skool.  Sage still got meh as his bckground..",0
"The show of Lady Gaga in Amsterdam is sold out... Damn it! ",0
"Cricket just told me it takes 15 minutes for them to text me a password, but it always takes them 2 seconds to text me a payment reminder ",0
"How many people are NOT going to bamboozle? You can be all depressed and gloomy with me.  &lt;|3",0
"Ah, the special horror yet wonderfully satisfying sound made when you drop a  fluorescent  light bulb and it shatters.  Now for cleanup ",0
"think i'm going to miss nin ja.  atlanta is days away and the charlotte show is just 4 days after i see decemberists in atl.",0
"Woops. It's Derby Day! ^^ And I forgot my bourbon. ",0
"yep - six of 'em ",0
"I'm waiting for my itouch to be fully charged. isn't replying me on MSN!! ",0
"it is a bit soupy out ",0
"Ah very jealous. Vic went there on thurs. I wish i could go ",0
"trying to install PHP but all the tuts assume you know about servers - I dont  Totally stuck! Help anyone? please?",0
"oh. Yuck. Poor thing. ",0
"&quot;The Constant&quot; - Lost Episode 5, Season 4. Made me remember why I like the show. I'm a sucker for fairy tale love stories. ",0
"Was listening to Lauryn Hill-I Got Find Peace of Mindand my IPod died.  ",0
"Today's agenda: hills cafe, study at borders, print out handouts at library, work at Hyatt, study at home ",0
"oh  no its in plymouth... long way lol...i hope some people from bh.com come though...",0
"Happy to be off today, I would love to be able to stay home in my jammies all day and do nothing, however that won't happen! ",0
"is sitting computer..can smell Ed's coffee brewing-nirvana-wish I could drink it-alas, no caffeine for this gal   Sucks eh, Murph. Yep.",0
"i'm feelin reeeeeally sick right now ",0
"Good morning Sexy. California is already sad knowing you are leaving. ",0
"Ohmyghawd. Woke up with a stiff neck!!  driving is so hard... Off to Jr. Chef!",0
"prom!!! but work at eight thirty tomorrow.... ",0
"my second football team just got relegated  *cry*",0
"CalebFTSK: I need wal-mart moccasins...size 10 please! I'm walking around barefoot! Cleveland, help!  Poor caleb ",0
"a friend is sometimes your worst ennemy  ",0
"so sorry, sarah. that is such a tragedy... such a loss. ",0
"Grrr. Dsl is out. Waiting for repairman to come. Hopefuly b4 3pm, but maybe not till Monday ",0
"I'm so sore! Fought for 20mins, got a little bruised all over. ",0
"That's what I said.  I'm sorry for canceling... for a second time. I can go on the 1st... but for 50% more. (915$USD/670�) :S",0
"and there goes Pushing Daisies ",0
"werd boo? u cheatin on me again? ",0
"im boooooored  who wants to play?",0
"Stuck at home due to rain ",0
"what are my plans today.  well work till 3pm.  wish i got off early so i could go golfing with vic. ",0
"feel better Andrew ",0
"twittering? ah......I work all weekend...no fun in punxsy for me ",0
"Why am I taking up more than 2 hours just to draw something simple like this!? My concentration level is so bad, man. ",0
"Are you having bronze for the cruise? only 14 days 'til!!!!!!!!!!!!!!!! I wish I could be there ",0
"Its saturday....and i have no plans ",0
"driving to work ",0
"Just got home from having coffee with Mom. Omg this weekend is sooo freaken boring.. and I'm gonna be alone all night ",0
"2347pm: *meow meow*...purrs missing someone ",0
"today is a day i'm not really sure what i'm doing..  poo its not raining any more  i like to watch the rains",0
"Just had late dinner, I think I'm gonna be sick. ",0
"Does it always take forever to upload videos ... ",0
"&quot;I WANT REVENGE will not run in the Kentucky Derby due to a wrenched ankle.&quot;  ",0
"drinking so early wasn't so good. MASSIVE hangover ",0
"doesn't want to clean ",0
"Got super-sick drunk last nite. It was horrible. ",0
"yeah  you really have to always keep your nose clean, you never know what's going to come back to bite ya in the butt...",0
"I can't find a good drama school, although I live in the capital ",0
"lol ok then ...im guessing she didnt. lol..i have forgoten to come on here :O im a bad tweeter.. ",0
"just woke up. eating breakfast/lunch. then out to the beach for my last day here ",0
"listing to my i-pod and i slept o my neck wrong so it hurts now which means i cant go swimming with my mom now  and im so bored right now",0
"annie_silly same silly.. thats y i got tissues and a wet patch on me hoodie. -holds out hand for a free hug- Free hugs anyonre ? ",0
"awww close but no cigar ay? Well I shall have to try harder. Why can't I see your picture? ",0
"long time? haha it been forever and a day! but it was a lot of fun.. i miss it ",0
"WHAAAAAAAT? WHAT AM I MEANT TO DO ON A SUNDAY NIGHTTT? ",0
"wants her hubby to come home from work! Ugh I'm so lonely right now ",0
"i wish wahoo was today  I want cotton candy",0
"Not looking good for the Shakers ",0
"I am still so mad. ",0
"the scenes between daniel and little charlotte on lost are so sad. ",0
"needs money ",0
"The Black Rhino is the True Big 5 but they are so rare anymore  that WE are using the White Rhino in it's place.",0
"Dusted of the wii fit 130 days since last used and 6lb heavier ",0
"NATE DELETED HIS TWITTER!? WHAT A LITTLE ASS FUCKING KIDNEY STONE PISSIG VAGINA LICKING SHIT MONKEY ",0
"On the train, ITS FECKIN CRAMMED ",0
"Just got up an hour ago  woops.. slept in..",0
" Kentucky Derb? I wanna go!  Woodbury commons shopping today and for the rest not sure but I have work to do ",0
"- damn! I hate living in Brazil. There's nothing like this here ",0
"- the ones i miss the most ",0
"I couldn't sleep last night. It was horrible. ",0
"Have to stay inside  yay how fun ",0
"Hailie is a butthead...so won't go on a nice am walk! ",0
"going to the mall to look for a dress. then alexis's sweet 16 party later ! no cell.  ",0
"sorry Mike need to consult with the boss before I tweet.  We can't do that date ",0
"hahahhaha knew it. Him&amp;adel can bond.. Haha I don't know what to wear tonight ",0
"Firefox will never replace Opera. I need it for a research referencing extension that only works in this joke of a browser. ",0
"I'm sorry about your cat   Sending you a biiig hug!",0
"Looks like we could be rained out at the ballpark today.  ",0
"now i�m studing for the f�sico qu�mica test     .....",0
"didn't get a ticket for Green Day... ",0
"Well, we can't say that the Swine Flu is officially here, but it's pretty scary ",0
"I miss I wish I was feeling better. I don't wanna go to the hospital ",0
"missing the Wild Wild West Marathon right now for the first time in a decade ",0
"yeah it is  and DO IT! ps.... next weekend YOU ARE MY DANCIN IN THE STREET drinkin buddy!",0
"yeah yeah! lol i am sooo bored. ",0
"T-ball game rained out. ",0
"Good morning. I feel awful today. The past few nights I've slept, but not felt rested when I wake. Last night I had unsettling dreams. ",0
"Wish I knew some way of making sure you get this tweet...  don't know if you will or not ",0
"Pouring rain. Need to run long this a.m. &amp; waiting for it to let up. Jen hosting a bridal shower today, now moved indoors   This sucks.",0
"Hey my mom said that I have too much homework and that I can't hang out with you until Tuesday. I'm sorry  call me tonight",0
"is officially an alumni.. Sad ",0
"morn/afternoon all. hello and thank you to my new followers. wow,what a morn.got rid of 2 wasps that killed my caterpillars ",0
"Feeling so much better after the steroid shot the dr gave me yesterday. Now off to study for the CPA exam ",0
"CJ is super sick from last night.  come over keep us company if you want. i'm going 2 make strawberry smoothies.",0
" i also want chocolate!",0
"WOW I saw the graph and you were popular as anything this morning! I saw yours compared to Jons and  Im sad",0
"sorry  I just really like the song",0
"wish you were here to go ",0
"Burlingame MDM classes are cancelled  ",0
"I've always wanted to go there. ",0
"no!  Love You Too.. Bye -hugs-",0
"enjoyed my nite out last nite. saw some real characters. but just couldn't seem to &quot;get lucky&quot; ",0
"Watching Guess Who w/ and Bernie Mac. R.I.P Bernie Mac ",0
"You can LOOK at the pastries all you wont. but it costs 10 calories per pastry ",0
"Bit of a setback, now on antibiotics ",0
"R.I.P. Lil' Nate .. I'll grind out for our namesake .. ",0
"OMG Just saw the trailer I WANNA TAKE PHOTOS OF THIS!!! Why don't u come closer to me ",0
" hi taylor !!! i know that you're online !!!so please !!! say something to me! I'm begging you .. ",0
"I was in a new school where everyone sat in a circle around a big table and they misstook me as a man. ",0
"omg  now no one will drive me around lmao. YOU CANT EVEN COME TO SEE THE SHOW IM PLAYING EITHER ;___;",0
"Dad's having a go at me!, i hate him ",0
"I feel you girl just take it a day at a time...I'm missing you guys in the GA though ",0
"Dang,   Thought donuts were a staple of ALL diets, no matter the town.",0
"Getting Dressed! Another weekend and I couldn't get up early!!! ",0
"doing some hw before doing some more hw ",0
"It started to rain!  ? ",0
"Im up im up :p... grandpa willl be intown today! ... having my car towed to mechanics ",0
"Another day another headache......day 6 ",0
"Good morning twitter land!.....so i didnt have enough sleep... dang! n we're not done with the cupcakes! ",0
"That's prob too late   I keep watching airfare",0
"need to get a new battery charger for my macbook...waaahhhhhhhhh ",0
"Not to self: bitch drinks= gnarly headache ",0
"i cant make it to the nati tonight babe got hella stuff to do plus i have work in the morn ",0
"Oh man, Dollhouse really was excellent. And next week looks AMAHZING. I wish Fox would air the 13th episode. ",0
"trying to find out the Boro score, too sick to go ",0
"Had a super realistic/scary dream that NASA's next shuttle mission ended short. (Kaboom). I hope that doesn't happen again! ",0
"ppl do i hve like a lil curse to make boys i love just go wen i dont want dem too?!  dis happened wiv grapes chips sage and now Ricky ",0
" twitter cut your message in half",0
"I never ignore you! ",0
"i just signed up yesterday and i got 2 followers  PLZ HELP GET IT HIGHER",0
"Covered in plastic bags? Good idea! Don't have any.  But it's so hot!",0
"on prod support... ",0
"having a really-difficult-toddler day. all treats withdrawn, including going out. which means we're confined in the house with him, too. ",0
"Just starting second shift of the day ",0
"another 11 hours of no gf.  Ultimately going to be a sad day.  ",0
"We lost power at 1am it just came back on. ",0
"lonleyness sucks vagina!!!!!!  AND i have to go back to the hell hold called pizza ranch today  not to happy about it",0
"OH GOODNESS RYAN'S PARENTS HAVE A KITTEN IT IS GREY AND FLUFFY OH GOD. Wedding today: Mormon=booze-free   Nieces though: good news.",0
"just being bored, tired, and sick  but i will hopefully feel better enough 2 go 2 school on monday =D and maybe even softball practice!!!!",0
" R u excited to see your grandpa?",0
"Aaaand I dont have any kind of line to hang the clothes out ",0
"so ragin its over 18's for the nerve tonight ",0
"I Want Revenge scratched the morning of the Derby  Oh well someone else better win convincingly today so the Preakness is exciting",0
"swine flu got all the way to suffolk county   i have it",0
"second day of recital.....aaaaah show at 1 and show at 8  its kind of exciting and kind of annoying oh wellllll. my allergies are itchy ",0
" i txted you and you ignore me ",0
"Is tired...bored...home on a saturday doing nothing...  ",0
"sorry, but I think the link is corrupt for the petition ",0
"I want to come back up for your graduation and aarons party but i dont think its gonna happen. I have to find a second job asap ",0
"And here I was thinking that you'd planned for it to fall on the weekend I was coming down. ",0
"derby day every one ready to win some money or lose a lil ",0
"i'm gonna go to barnes and noble this evening, as usual. except this time i'm broke so i can't buy myself some tay magazines. ",0
"Sad Saturday... taking friend to vet to put her cat down. ",0
"Went to a crazy 7 am yoga class. The old woman next to me (circa age 70) was more flexible than me ",0
"bout to get the train to work ",0
"False alarm. There was a mix-up and now I don't have to go in. Too bad I don't think I can fall back asleep. ",0
"I miss Grissom &amp; warrick   it's just not the same ",0
" wat about me???",0
"OMG! that was so unexpected! ",0
"Ohhh now on to Zesto's....krispy kreme didn't have hot and now ",0
"I have booked Hilton near big weekend! But stil have NO tickets ",0
"Flickr's blocked in Dubai, this upsets me very much ",0
"Okay Oklahoma, I need my lights cut back on please. Laptop is dead, iPod is dead, my berry will be next. Take me instead, lmao ",0
"after a nice long morning walk, coffee with the neighbours, and a great big brunch, it's time to clean ",0
"hub on night shift ",0
"RIP Erika Roman, you will surely be missed ",0
"says I'M ILL  lying on my bed |-)",0
"Is sad we aren't going to kenny chesney this year.  96.3 playing kenny all day. Guess it will have to do.",0
"ok fine...i'll stay home... ",0
"I have been craving eddies all week don't bitch! We don't even have one here ",0
"SWINE FLU IS SPREADINGGGGG  Hope it doesn't spread until here.",0
"working twelve to eight. going to miss jonas tonight  &lt;/3",0
"Not a happy bunny after cracking the screen on my iphone ",0
"When it rains...on this side of town it's depressing. Especially when my body can't handle the dramatic weather change, so I get sick. ",0
"Not at bamboozle.   next year for sure.",0
"9am in the am. I feel grrrrrrate. Woot woot. Can't wait for today. In other news, I got a bad grade on my math test  77.9/100",0
"i still havent wrote a song yet  ",0
"All cal competition tonight at the queen mary. Ugh... Up so early!  only 4 hrs of sleep..",0
"aww  take a shot of 151 in the penis glass for me lol",0
"I want a free comic book but my town is so small I'd have to drive 45 minutes to get it. ",0
"He fell asleep while watchin' the 1st &quot;Resident Evil&quot;!! So, I end up watchin' it alonee.. as usual... nice! ",0
"Didnt go out with Hannah after allllllll :O but still had loasa work to do... i have done almost none of it atm  DAMN!!",0
"Looking forward to the hockey game tonight to bad I have to go to a BBQ and might miss it ",0
"hey havent seen you in ages! we original 105 girls must catch up sometime?life was fun back then, now its all stupid uni work ",0
"Not excited about the next 24 hours....late night vegas trip and OC marathon at 6:30am   ",0
"At the post office...fun times  !",0
"spending saturday skint at home ",0
"yeah I totally know wot u mean but Ive only been online for an hour ",0
"Noo! This isn't cool.  Everyones getting twitter now ",0
"I don't mean to make you sad  My flatmate got them,and I just *had* to watch them! It's def time for another sequel!",0
"I don't know where to watch the fight today ",0
"in bed being taken care of by nurse cat. she's wonderful! watching the sunshine outside wistfully ",0
"sorry now 5! ",0
"Am home laying down with the Flu ",0
"Back from the Vet, got Baby a vaccine...He thinks she might be a boy. ",0
"got this:  Error establishing a database connection  ",0
"i looked it up though it said if you have flu symptoms stay home so you wont' spread it though.. ",0
"my day off..and I can't even sleep in. My body officially has gone APE shit....Good Morning  bleh.",0
"how many hours do I need to sleep before I feel awake? At a BBQ but I want to revise  It's an obession now lol xx",0
"Another rainy day in stillwater ",0
"In case anyone was uncertain, Oakland is cold... and wet ",0
"South Carolina Aquarium is releasing their first sea turtle of the season today...I wish I could go to one of those.  ",0
"I submitted 2 open 4 u there...didnt make it in tho  and I still say google &quot;Mz Jonz&quot;",0
"Sh*t!! ",0
"Rorris has already left, proper sad ",0
"My brother called and I missed it. ",0
"renatamussi as soon as my computer will stay coonected to the internet ",0
"ok, i tried being chemical-free but i can't take it anymore. there are ants &amp; spiders everywhere. i just drinched the house in bug spray ",0
"I wish i could get more followers   i only have 5",0
"i feel awful.  but i have to work at 2... ughhh",0
"Feeling ambiguous about rain today. We need it, and the change would be nice, but I just got both cars washed this week. ",0
"I guess that means it's time to wake up ",0
"Good morning everyone! I think I had food poisoning   I'm feeling much better today but not at 100% quite yet",0
"i dont have original old hindi songs  damn these remix walas",0
"last night was an awesome send-off. i'm going to miss charlotte. i just realized this is the last time i will live in this house. fuck. ",0
"Fuck today ",0
"Bout to tap out and make a hair appt.  I was trying not to stress my hair every week w/ heat but what's a girl 2 do? B fabulous of course",0
"I'm hungry lol What an annoying backache! awwwww ",0
"Landon keeps stealing my blanket ",0
"Just started work, I'm getting out 5:30 ",0
"says Windy night alright!  Bored.......need accompaniment (cozy) &lt;----like this one... ",0
"Hmmm...note sure I like the VoteHandmade thing.  Or maybe it's just because my two entries have been down-voted.   Not good for the ego.",0
"Mine is bad too!  ",0
" - It's not sunny here  But I think I need that walk in the woods!!",0
"So not ready for a day of studying pharm  good thing i have some little pink friends to help meee",0
"- Beginning of line. Whole line is too vast to capture in single frame. ",0
"studying for finals  can't wait for Wednesday!!!!",0
"trying to stay awake. i hope my mates finish smokeing soon... gotta go home to my cold lonely bed ",0
"it sucks cuz I called them for the same shit when I changed my phone n they couldn't do anything ",0
"Film developer is at 28.2C and I have to wait for it to drop to no more than 24.5C before I can use. BKK to warm for wet work... ",0
"i knw im wel upset ",0
"i had said hello. now its time to say goodbye  ",0
"omg i love himm&lt; 3 but now he's gone and i'm all alonee  anyone knows a sad song? i wanna be emo for a week  please? ",0
"At home relaxing eith my kids...Want to go to the park, but it looks like rain ",0
"Honor Society show is tonight at Hershey Park, PA..... Man I wish I was there. ",0
"I swear this day can't get any worse  I hope later will be good fun!",0
"why can't the sun come out and play today? any other day and I'd be thankful for the gloom ",0
"your husbands restaurant was quite a disappointment... ",0
"I getting a new phone!!! But I hate the one Im getting ",0
"Sadly no.  Was at production the whole day.",0
"Stupid pigs... ",0
"needs a new ipod. please? ",0
"aawwww. I felt the same. and getting my period didn't help me in any way ",0
"reg.  I had a hard time gettin on the site n missd vip  so upset but I'll still b there so its all good.",0
"I didn't see the rollergirls  I love them! I met them up at the facility up on the 51",0
"Home. And ",0
"I think I'm finally gonna go to sleep. I wish would wakeup and come in here and play ",0
"At a car dealership...yay? Nope because today I am giving one back ",0
"Yes, it does. That's when you realize you have no money ",0
"It's just half past nine and ppl have switched off all d lights in d train. Damn!! ",0
" we would rock the city over the weekend. By the way, your peanut butter sandwich shop was on tv yesterday!  LOL",0
"screw jon for making fun of me during my kickboxing dvd. you don't tell your loved one that she is shaking the whole apartment ",0
"that's amazing. they'll do a concert here in may 28, a day after my birthday but my dad don't let me go ",0
"ok so nobody be alrmed but i lost my phone friday night while out on the town so dont freak if i dont answer...bad night ",0
"(via again alster fail ",0
"It's not there anymore.  ",0
"Looking for a summer job ",0
"at my sister's. omg still so much homework and stuff to do  gonna be fun xD",0
"At home relaxing with my kids...Want to go to the park, but it looks like rain ",0
"Introduction to Econometrics, Watson and Stock - pleaseeee, help me to find this book ",0
"Is in saturday school right now ",0
"Last show tonight. So sad ",0
"lol mine is like a shiny little sports car that i love but i want something that can fit more people ",0
"eating cereal watching old school 9-0...great morning so far..dreading the amount of work i have to do this weekend ",0
"I has a hangover    courtney :]",0
"awe...u work saturdays? ",0
"yeh they changed it drastically ",0
"Running errands with Mom. There's a wreck on Exit 7. Traffic's slow as all get out ",0
"is on day 11 of my headache....pretty sure it has to be altitude sickness.  ",0
";-] my sleep. perfect. time to get outta here. wht a long car ride it will be! ",0
"Nixing the beach for the backyard. Too much to do around the house today. ",0
"Dockers beat the Eagles .... again. ",0
"Oh so sorry to learn   Onto the Rainbow Bridge",0
"pero hassle eh. kramming everything, due na sa monday. ugh. ",0
"i just cut my hand open yesterday . now i cant move my thumb, without opening it. icould see inside my hand.     cant wait for him to come",0
"..best part of being absent for days is not going to school..worst part..all the catching up to do   Ayyy!! Klinglers hmwk will be LONG!",0
"Deacon just sprayed starch into my cup of coffee.  ",0
"Note to self: Don't buy Indonesian and/or South/Central American coffee expecting anything remotely as good as what Africa offers ",0
"Currently at work wishing I was at Bamboozle! ",0
"I don't kniw why I don't see ur replies too me.  I was ignoring u yesterday jus didn't see them   so sad I wasn't the cali gir",0
"alrighty babe. We'll catch up soon enough! This is our last month as roomies  I think we need to have a par-tay this month",0
"I hate rent day. I iz broke ",0
"my chick's going to cali soon, without me  lol",0
"Just realized i have only 23 rare cards out of 400 +/- cards ",0
"two softball games last night. horrible ",0
"i don't want school tomorrow ",0
"at the daddy-daughter dance rehearsal, sans daughter. she's sick ",0
"I watched the last bit of elephant man, it is sooo sad ",0
"wish i was at bamboozle right now!!! ",0
"sisters are just so0o0 evils ometimes  sigh...i miss you dhivya!!!",0
"Oh my god i just had a sex dream about a woman. ",0
"What glorious weather  shame its changing on monday ",0
"too many things to do 2day! my cpu is locked up trying to decide what to do first! at least I already know what's last: work ",0
" i'm sorry  but i had to do shit for my mom and i have a party for my late birthday",0
"I love being pregnant but why do i always get sickness really bad!!! ",0
"Bad luck Dazza, guess you're nopt so excited now! ",0
" i wish i could help make it less boring :-*",0
"going through my bills ",0
"is looking to going home, but its a ten hour train, two six hours flights and two bus journies. ",0
"yet again I find myself in the emergency room. wtf ",0
"i have to be somewhere tomorrow ",0
"ugh its soo beautiful outside... glad i have to work ",0
"Wow, looks like I'm a tenner down... maybe I lost it at Wyvale...? Doh, worms and nettles for tea ",0
"I hate Tennessee tornado season. It makes the ground all icky. ",0
"JFk ready to go back Home ",0
"weeeeeee - 5:1 ",0
"where are my saturday secrets?  i have to work today, thisissogay.",0
"no tennis for you!  ",0
